,topic,username,repo_name,repo_desc,stars,repo_url,tags
2,Amazon Web Services,ByteByteGoHq,system-design-101,Explain complex systems using visuals and simple terms. Help you prepare for system design interviews.,50431,https://github.com/ByteByteGoHq/system-design-101,"['computer-science', 'aws', 'cloud-computing', 'software-engineering', 'software-development', 'interview-questions', 'coding-interviews', 'software-architecture', 'system-design', 'system-design-interview']"
3,Amazon Web Services,serverless,serverless,"⚡ Serverless Framework – Build web, mobile and IoT applications with serverless architectures using AWS Lambda, Azure Functions, Google CloudFunctions & more! –",45671,https://github.com/serverless/serverless,"['aws', 'aws-lambda', 'microservice', 'serverless', 'serverless-framework', 'azure-functions', 'serverless-architectures', 'google-cloud-functions', 'aws-dynamodb']"
4,Amazon Web Services,donnemartin,data-science-ipython-notebooks,"Data science Python notebooks: Deep learning (TensorFlow, Theano, Caffe, Keras), scikit-learn, Kaggle, big data (Spark, Hadoop MapReduce, HDFS), matplotlib, pandas, NumPy, SciPy, Python essentials, AWS, and various command lines.",25930,https://github.com/donnemartin/data-science-ipython-notebooks,"['python', 'aws', 'data-science', 'machine-learning', 'caffe', 'theano', 'big-data', 'spark', 'deep-learning', 'hadoop', 'tensorflow', 'numpy', 'scikit-learn', 'keras', 'pandas', 'kaggle', 'scipy', 'matplotlib', 'mapreduce']"
5,Amazon Web Services,sst,sst,Build modern full-stack applications on AWS,18749,https://github.com/sst/sst,"['javascript', 'python', 'golang', 'aws', 'lambda', 'typescript', 'csharp', 'serverless', 'reactjs', 'nextjs', 'sst', 'cdk', 'serverless-stack']"
6,Amazon Web Services,pulumi,pulumi,Pulumi - Infrastructure as Code in any programming language. Build infrastructure intuitively on any cloud using familiar languages 🚀,18580,https://github.com/pulumi/pulumi,"['javascript', 'python', 'go', 'kubernetes', 'golang', 'aws', 'cloud', 'typescript', 'csharp', 'serverless', 'fsharp', 'dotnet', 'azure', 'containers', 'gcp', 'iac', 'cloud-computing', 'infrastructure-as-code']"
7,Amazon Web Services,kubernetes-sigs,kubespray,Deploy a Production Ready Kubernetes Cluster,14898,https://github.com/kubernetes-sigs/kubespray,"['kubernetes', 'aws', 'ansible', 'kubernetes-cluster', 'high-availability', 'gce', 'hacktoberfest', 'bare-metal', 'kubespray', 'k8s-sig-cluster-lifecycle']"
8,Amazon Web Services,aws,aws-cli,Universal Command Line Interface for Amazon Web Services,14564,https://github.com/aws/aws-cli,"['aws', 'cloud', 'aws-cli', 'cloud-management']"
9,Amazon Web Services,ramitsurana,awesome-kubernetes,A curated list for awesome kubernetes sources 🚢🎉,14461,https://github.com/ramitsurana/awesome-kubernetes,"['docker', 'kubernetes', 'aws', 'machine-learning', 'meetup', 'books', 'schedule', 'resource', 'azure', 'cloud-providers', 'google-cloud', 'kubernetes-cluster', 'minikube', 'kubernetes-sources', 'deploy-kubernetes', 'enterprise-kubernetes-products', 'monitoring-kubernetes', 'google-kubernetes']"
10,Amazon Web Services,getsops,sops,Simple and flexible tool for managing secrets,14460,https://github.com/getsops/sops,"['aws', 'security', 'devops', 'azure', 'pgp', 'gcp', 'secret-management', 'secret-distribution', 'sops']"
11,Amazon Web Services,donnemartin,awesome-aws,"A curated list of awesome Amazon Web Services (AWS) libraries, open source repos, guides, blogs, and other resources. Featuring the Fiery Meter of AWSome.",11884,https://github.com/donnemartin/awesome-aws,"['route53', 'aws', 'elasticsearch', 'lambda', 'machine-learning', 'cloud', 'cloudformation', 'ec2', 'serverless', 'aws-sdk', 'dynamodb', 's3', 'cloudwatch', 'iam', 'ecs', 'kinesis', 'aws-cli', 'cloud-management', 'redshift', 'rds']"
12,Amazon Web Services,caprover,caprover,Scalable PaaS (automated Docker+nginx) - aka Heroku on Steroids,11494,https://github.com/caprover/caprover,"['nodejs', 'python', 'heroku', 'docker', 'nginx', 'php', 'aws', 'digitalocean', 'node', 'deployment', 'azure', 'containers', 'webserver', 'docker-swarm', 'paas', 'node-js', 'nginx-docker', 'captainduckduck', 'caprover']"
13,Amazon Web Services,GoogleCloudPlatform,terraformer,CLI tool to generate terraform files from existing infrastructure (reverse Terraform). Infrastructure to Code,11185,https://github.com/GoogleCloudPlatform/terraformer,"['kubernetes', 'golang', 'aws', 'cloud', 'terraform', 'gcp', 'google-cloud', 'hcl', 'infrastructure-as-code', 'terraform-configurations']"
14,Amazon Web Services,aws,aws-cdk,The AWS Cloud Development Kit is a framework for defining cloud infrastructure in code,10840,https://github.com/aws/aws-cdk,"['aws', 'typescript', 'cloud-infrastructure', 'infrastructure-as-code', 'hacktoberfest']"
15,Amazon Web Services,apereo,cas,Apereo CAS - Identity & Single Sign On for all earthlings and beyond.,10492,https://github.com/apereo/cas,"['java', 'open-source', 'aws', 'oauth2', 'spring-boot', 'authentication', 'spring-cloud', 'openidconnect', 'authorization', 'sso', 'saml2', 'ldap-authentication', 'u2f-server', 'spring-framework', 'identity-provider', 'mfa', 'sso-authentication', 'websso', 'spring-webflow', 'duosecurity']"
16,Amazon Web Services,aws,chalice,Python Serverless Microframework for AWS,10126,https://github.com/aws/chalice,"['python', 'aws', 'lambda', 'cloud', 'aws-lambda', 'serverless', 'aws-apigateway', 'python3', 'serverless-framework', 'python27']"
17,Amazon Web Services,infracost,infracost,Cloud cost estimates for Terraform in pull requests💰📉 Love your cloud bill!,9816,https://github.com/infracost/infracost,"['aws', 'devops', 'google', 'cloud', 'azure', 'terraform', 'gcp', 'infrastructure-as-code', 'cost-estimation', 'cost-optimization', 'cost-management', 'finops', 'terraform-cost-estimation', 'monthly-costs', 'cloud-cost-estimates']"
18,Amazon Web Services,aws-amplify,amplify-js,A declarative JavaScript library for application development using cloud services.,9327,https://github.com/aws-amplify/amplify-js,"['react', 'javascript', 'aws', 'react-native', 'pwa', 'analytics', 'storage', 'metrics', 'aws-s3', 'mobile-analytics', 'cognito', 'aws-apigateway', 'pinpoint', 'aws-cognito', 'amazon-cognito', 'cloud-service', 'aws-mobile', 'aws-amplify']"
19,Amazon Web Services,google,go-cloud,The Go Cloud Development Kit (Go CDK): A library and tools for open cloud development in Go.,9284,https://github.com/google/go-cloud,"['go', 'golang', 'aws', 'cloud', 'server', 'portable', 'azure', 'gcp', 'hybrid-cloud', 'multi-cloud']"
0,Azure,bregman-arie,devops-exercises,"Linux, Jenkins, AWS, SRE, Prometheus, Docker, Python, Ansible, Git, Kubernetes, Terraform, OpenStack, SQL, NoSQL, Azure, GCP, DNS, Elastic, Network, Virtualization. DevOps Interview Questions",60153,https://github.com/bregman-arie/devops-exercises,"['python', 'git', 'linux', 'docker', 'kubernetes', 'aws', 'ansible', 'devops', 'sql', 'azure', 'containers', 'terraform', 'openstack', 'interview', 'prometheus', 'coding', 'sre', 'interview-questions', 'production-engineer']"
1,Azure,microsoft,generative-ai-for-beginners,"12 Lessons, Get Started Building with Generative AI 🔗 https://microsoft.github.io/generative-ai-for-beginners/",21231,https://github.com/microsoft/generative-ai-for-beginners,"['ai', 'azure', 'transformers', 'openai', 'gpt', 'language-model', 'semantic-search', 'dall-e', 'prompt-engineering', 'llms', 'generative-ai', 'generativeai', 'chatgpt']"
2,Azure,pulumi,pulumi,Pulumi - Infrastructure as Code in any programming language. Build infrastructure intuitively on any cloud using familiar languages 🚀,18580,https://github.com/pulumi/pulumi,"['javascript', 'python', 'go', 'kubernetes', 'golang', 'aws', 'cloud', 'typescript', 'csharp', 'serverless', 'fsharp', 'dotnet', 'azure', 'containers', 'gcp', 'iac', 'cloud-computing', 'infrastructure-as-code']"
3,Azure,recommenders-team,recommenders,Best Practices on Recommendation Systems,16916,https://github.com/recommenders-team/recommenders,"['microsoft', 'python', 'kubernetes', 'data-science', 'machine-learning', 'tutorial', 'deep-learning', 'azure', 'rating', 'jupyter-notebook', 'artificial-intelligence', 'ranking', 'recommender', 'recommendation-system', 'recommendation-engine', 'recommendation', 'recommendation-algorithm', 'operationalization']"
4,Azure,ramitsurana,awesome-kubernetes,A curated list for awesome kubernetes sources 🚢🎉,14461,https://github.com/ramitsurana/awesome-kubernetes,"['docker', 'kubernetes', 'aws', 'machine-learning', 'meetup', 'books', 'schedule', 'resource', 'azure', 'cloud-providers', 'google-cloud', 'kubernetes-cluster', 'minikube', 'kubernetes-sources', 'deploy-kubernetes', 'enterprise-kubernetes-products', 'monitoring-kubernetes', 'google-kubernetes']"
5,Azure,getsops,sops,Simple and flexible tool for managing secrets,14460,https://github.com/getsops/sops,"['aws', 'security', 'devops', 'azure', 'pgp', 'gcp', 'secret-management', 'secret-distribution', 'sops']"
6,Azure,Azure,azure-quickstart-templates,Azure Quickstart Templates,13475,https://github.com/Azure/azure-quickstart-templates,"['arm', 'azure', 'templates', 'arm-templates', 'bicep', 'bicep-templates']"
7,Azure,caprover,caprover,Scalable PaaS (automated Docker+nginx) - aka Heroku on Steroids,11494,https://github.com/caprover/caprover,"['nodejs', 'python', 'heroku', 'docker', 'nginx', 'php', 'aws', 'digitalocean', 'node', 'deployment', 'azure', 'containers', 'webserver', 'docker-swarm', 'paas', 'node-js', 'nginx-docker', 'captainduckduck', 'caprover']"
8,Azure,infracost,infracost,Cloud cost estimates for Terraform in pull requests💰📉 Love your cloud bill!,9816,https://github.com/infracost/infracost,"['aws', 'devops', 'google', 'cloud', 'azure', 'terraform', 'gcp', 'infrastructure-as-code', 'cost-estimation', 'cost-optimization', 'cost-management', 'finops', 'terraform-cost-estimation', 'monthly-costs', 'cloud-cost-estimates']"
9,Azure,google,go-cloud,The Go Cloud Development Kit (Go CDK): A library and tools for open cloud development in Go.,9284,https://github.com/google/go-cloud,"['go', 'golang', 'aws', 'cloud', 'server', 'portable', 'azure', 'gcp', 'hybrid-cloud', 'multi-cloud']"
10,Azure,microsoft,computervision-recipes,"Best Practices, code samples, and documentation for Computer Vision.",9206,https://github.com/microsoft/computervision-recipes,"['microsoft', 'python', 'kubernetes', 'data-science', 'machine-learning', 'tutorial', 'computer-vision', 'deep-learning', 'azure', 'jupyter-notebook', 'image-processing', 'similarity', 'artificial-intelligence', 'image-classification', 'convolutional-neural-networks', 'object-detection', 'operationalization']"
11,Azure,prowler-cloud,prowler,"Prowler is an Open Source Security tool for AWS, Azure and GCP to perform Cloud Security best practices assessments, audits, incident response, compliance, continuous monitoring, hardening and forensics readiness. Includes CIS, NIST 800, NIST CSF, CISA, FedRAMP, PCI-DSS, GDPR, HIPAA, FFIEC, SOC2, GXP, Well-Architected Security, ENS and more.",8957,https://github.com/prowler-cloud/prowler,"['python', 'aws', 'security', 'security-audit', 'cloud', 'azure', 'iam', 'gcp', 'forensics', 'compliance', 'hardening', 'security-hardening', 'gdpr', 'multi-cloud', 'security-tools', 'devsecops', 'cis-benchmark', 'well-architected']"
12,Azure,microsoft,azuredatastudio,"Azure Data Studio is a data management and development tool with connectivity to popular cloud and on-premises databases. Azure Data Studio supports Windows, macOS, and Linux, with immediate capability to connect to Azure SQL and SQL Server. Browse the extension library for more database support options including MySQL, PostgreSQL, and MongoDB.",7343,https://github.com/microsoft/azuredatastudio,"['electron', 'microsoft', 'typescript', 'sql', 'sql-server', 'azure', 'postgresql', 'azure-data-studio']"
13,Azure,Netflix,metaflow,🚀 Build and manage real-life data science projects with ease!,7248,https://github.com/Netflix/metaflow,"['python', 'kubernetes', 'productivity', 'aws', 'data-science', 'machine-learning', 'r', 'ai', 'reproducible-research', 'azure', 'gcp', 'ml', 'datascience', 'high-performance-computing', 'rstats', 'r-package', 'model-management', 'ml-infrastructure', 'mlops', 'ml-platform']"
14,Azure,midwayjs,midway,"🍔 A Node.js Serverless Framework for front-end/full-stack developers. Build the application for next decade. Works on AWS, Alibaba Cloud, Tencent Cloud and traditional VM/Container. Super easy integrate with React and Vue. 🌈",6999,https://github.com/midwayjs/midway,"['react', 'enterprise', 'aws', 'ioc', 'cloud', 'framework', 'typescript', 'web', 'vue', 'serverless', 'azure', 'serverless-framework', 'aliyun', 'dependency-injection-container', 'midway', 'mircoservices']"
15,Azure,node-formidable,formidable,"The most used, flexible, fast and streaming parser for multipart form data. Supports uploading to serverless environments, AWS S3, Azure, GCP or the filesystem. Used in production.",6862,https://github.com/node-formidable/formidable,"['aws-lambda', 'serverless', 'azure', 'aws-s3', 'file-upload', 'form', 'multipart', 'azure-storage', 'formdata', 'formidable', 'multipart-formdata', 'multipart-parser', 'incomingform', 'querystring-parser']"
16,Azure,milanm,DevOps-Roadmap,DevOps Roadmap for 2023. with learning resources,6746,https://github.com/milanm/DevOps-Roadmap,"['python', 'go', 'linux', 'docker', 'kubernetes', 'computer-science', 'aws', 'devops', 'roadmap', 'jira', 'continuous-integration', 'azure', 'grafana', 'prometheus', 'sre', 'study-plan', 'continous-delivery', 'developer-roadmap', 'devops-roadmap']"
17,Azure,thangchung,clean-code-dotnet,🛁 Clean Code concepts and tools adapted for .NET,6585,https://github.com/thangchung/clean-code-dotnet,"['awesome', 'csharp', 'solid', 'dotnet', 'aspnet', 'azure', 'best-practices', 'clean-code', 'composition', 'inheritance', 'clean-architecture', 'principles']"
18,Azure,budtmo,docker-android,Android in docker solution with noVNC supported and video recording,6580,https://github.com/budtmo/docker-android,"['android', 'emulator', 'docker', 'kubernetes', 'jenkins', 'aws', 'cloud', 'azure', 'terraform', 'selenium', 'gcp', 'mobile-app', 'novnc', 'saltstack', 'android-emulator', 'selenium-grid', 'mobile-web', 'docker-android', 'genymotion', 'alibabacloud']"
19,Azure,aquasecurity,tfsec,Security scanner for your Terraform code,6389,https://github.com/aquasecurity/tfsec,"['go', 'aws', 'security', 'digitalocean', 'devops', 'ci', 'azure', 'terraform', 'scanner', 'linter', 'static-analysis', 'infrastructure-as-code', 'compliance', 'google-cloud-platform', 'hacktoberfest', 'vulnerability-scanners', 'devsecops', 'misconfiguration', 'terraform-security']"
0,Babel,babel,babel,🐠 Babel is a compiler for writing next generation JavaScript.,42714,https://github.com/babel/babel,"['javascript', 'babel', 'es6', 'compiler', 'es2015', 'ast', 'flavortown']"
1,Babel,swc-project,swc,Rust-based platform for the Web,29192,https://github.com/swc-project/swc,"['javascript', 'rust', 'parser', 'babel', 'typescript', 'compiler', 'ecmascript', 'swc', 'typescript-compiler', 'typescript-parser', 'ecmascript-parser']"
2,Babel,nylas,nylas-mail,💌 An extensible desktop mail app built on the modern web. Forks welcome!,24778,https://github.com/nylas/nylas-mail,"['electron', 'react', 'javascript', 'windows', 'macos', 'linux', 'flux', 'productivity', 'babel', 'email', 'nylas-mail']"
3,Babel,electron-react-boilerplate,electron-react-boilerplate,A Foundation for Scalable Cross-Platform Apps,22226,https://github.com/electron-react-boilerplate/electron-react-boilerplate,"['electron', 'react', 'javascript', 'boilerplate', 'babel', 'typescript', 'webpack', 'eslint']"
4,Babel,SimulatedGREG,electron-vue,"An Electron & Vue.js quick start boilerplate with vue-cli scaffolding, common Vue plugins, electron-packager/electron-builder, unit/e2e testing, vue-devtools, and webpack.",15445,https://github.com/SimulatedGREG/electron-vue,"['electron', 'unit-testing', 'documentation', 'boilerplate', 'babel', 'webpack', 'vue', 'es6', 'vue-cli', 'end-to-end-testing', 'electron-packager', 'electron-builder']"
5,Babel,grab,front-end-guide,📚 Study guide and introduction to the modern front end stack.,15029,https://github.com/grab/front-end-guide,"['react', 'redux', 'javascript', 'stylelint', 'css', 'engineering', 'babel', 'front-end', 'webpack', 'yarn', 'eslint', 'jest', 'css-modules', 'flowtype', 'grab', 'study-plan']"
